"TIME","GEO","CITIZEN","SEX","AGE","ASYL_APP","UNIT","Value","Flag and Footnotes"
"2014","Luxembourg","Extra-EU28 (current composition)","Males","From 35 to 64 years","First time applicant","Person","135",""
"2014","Luxembourg","Extra-EU28 (current composition)","Males","65 years or over","Asylum applicant","Person","0",""
"2014","Luxembourg","Extra-EU28 (current composition)","Males","65 years or over","First time applicant","Person","0",""
"2014","Luxembourg","Extra-EU28 (current composition)","Females","Less than 14 years","Asylum applicant","Person","140",""
"2014","Luxembourg","Extra-EU28 (current composition)","Females","Less than 14 years","First time applicant","Person","130",""
"2014","Luxembourg","Extra-EU28 (current composition)","Females","From 14 to 17 years","Asylum applicant","Person","20",""
"2014","Luxembourg","Extra-EU28 (current composition)","Females","From 14 to 17 years","First time applicant","Person","15",""
"2014","Luxembourg","Extra-EU28 (current composition)","Females","Less than 18 years","Asylum applicant","Person","165",""
"2014","Luxembourg","Extra-EU28 (current composition)","Females","Less than 18 years","First time applicant","Person","145",""
"2014","Luxembourg","Extra-EU28 (current composition)","Females","From 18 to 34 years","Asylum applicant","Person","155",""
"2014","Luxembourg","Extra-EU28 (current composition)","Females","From 18 to 34 years","First time applicant","Person","135",""
"2014","Luxembourg","Extra-EU28 (current composition)","Females","From 35 to 64 years","Asylum applicant","Person","65",""
"2014","Luxembourg","Extra-EU28 (current composition)","Females","From 35 to 64 years","First time applicant","Person","55",""
"2014","Luxembourg","Extra-EU28 (current composition)","Females","65 years or over","Asylum applicant","Person","5",""
"2014","Luxembourg","Extra-EU28 (current composition)","Females","65 years or over","First time applicant","Person","5",""
"2014","Hungary","Extra-EU28 (current composition)","Total","Less than 14 years","Asylum applicant","Person","8,310",""
"2014","Hungary","Extra-EU28 (current composition)","Total","Less than 14 years","First time applicant","Person","8,200",""
"2014","Hungary","Extra-EU28 (current composition)","Total","From 14 to 17 years","Asylum applicant","Person","3,525",""
"2014","Hungary","Extra-EU28 (current composition)","Total","From 14 to 17 years","First time applicant","Person","3,465",""
"2014","Hungary","Extra-EU28 (current composition)","Total","Less than 18 years","Asylum applicant","Person","11,835",""
"2014","Hungary","Extra-EU28 (current composition)","Total","Less than 18 years","First time applicant","Person","11,670",""
"2014","Hungary","Extra-EU28 (current composition)","Total","From 18 to 34 years","Asylum applicant","Person","24,215",""
"2014","Hungary","Extra-EU28 (current composition)","Total","From 18 to 34 years","First time applicant","Person","23,110",""
"2014","Hungary","Extra-EU28 (current composition)","Total","From 35 to 64 years","Asylum applicant","Person","6,645",""
"2014","Hungary","Extra-EU28 (current composition)","Total","From 35 to 64 years","First time applicant","Person","6,360",""
"2014","Hungary","Extra-EU28 (current composition)","Total","65 years or over","Asylum applicant","Person","80",""
"2014","Hungary","Extra-EU28 (current composition)","Total","65 years or over","First time applicant","Person","80",""
"2014","Hungary","Extra-EU28 (current composition)","Males","Less than 14 years","Asylum applicant","Person","4,610",""
"2014","Hungary","Extra-EU28 (current composition)","Males","Less than 14 years","First time applicant","Person","4,550",""
"2014","Hungary","Extra-EU28 (current composition)","Males","From 14 to 17 years","Asylum applicant","Person","2,780",""
"2014","Hungary","Extra-EU28 (current composition)","Males","From 14 to 17 years","First time applicant","Person","2,730",""
"2014","Hungary","Extra-EU28 (current composition)","Males","Less than 18 years","Asylum applicant","Person","7,390",""
"2014","Hungary","Extra-EU28 (current composition)","Males","Less than 18 years","First time applicant","Person","7,280",""
"2014","Hungary","Extra-EU28 (current composition)","Males","From 18 to 34 years","Asylum applicant","Person","20,520",""
"2014","Hungary","Extra-EU28 (current composition)","Males","From 18 to 34 years","First time applicant","Person","19,490",""
"2014","Hungary","Extra-EU28 (current composition)","Males","From 35 to 64 years","Asylum applicant","Person","4,740",""
"2014","Hungary","Extra-EU28 (current composition)","Males","From 35 to 64 years","First time applicant","Person","4,480",""
"2014","Hungary","Extra-EU28 (current composition)","Males","65 years or over","Asylum applicant","Person","45",""
"2014","Hungary","Extra-EU28 (current composition)","Males","65 years or over","First time applicant","Person","45",""
"2014","Hungary","Extra-EU28 (current composition)","Females","Less than 14 years","Asylum applicant","Person","3,700",""
"2014","Hungary","Extra-EU28 (current composition)","Females","Less than 14 years","First time applicant","Person","3,650",""
"2014","Hungary","Extra-EU28 (current composition)","Females","From 14 to 17 years","Asylum applicant","Person","745",""
"2014","Hungary","Extra-EU28 (current composition)","Females","From 14 to 17 years","First time applicant","Person","735",""
"2014","Hungary","Extra-EU28 (current composition)","Females","Less than 18 years","Asylum applicant","Person","4,445",""
"2014","Hungary","Extra-EU28 (current composition)","Females","Less than 18 years","First time applicant","Person","4,385",""
"2014","Hungary","Extra-EU28 (current composition)","Females","From 18 to 34 years","Asylum applicant","Person","3,695",""
"2014","Hungary","Extra-EU28 (current composition)","Females","From 18 to 34 years","First time applicant","Person","3,620",""
"2014","Hungary","Extra-EU28 (current composition)","Females","From 35 to 64 years","Asylum applicant","Person","1,910",""
"2014","Hungary","Extra-EU28 (current composition)","Females","From 35 to 64 years","First time applicant","Person","1,880",""
"2014","Hungary","Extra-EU28 (current composition)","Females","65 years or over","Asylum applicant","Person","35",""
"2014","Hungary","Extra-EU28 (current composition)","Females","65 years or over","First time applicant","Person","35",""
"2014","Malta","Extra-EU28 (current composition)","Total","Less than 14 years","Asylum applicant","Person","205",""
"2014","Malta","Extra-EU28 (current composition)","Total","Less than 14 years","First time applicant","Person","195",""
"2014","Malta","Extra-EU28 (current composition)","Total","From 14 to 17 years","Asylum applicant","Person","110",""
"2014","Malta","Extra-EU28 (current composition)","Total","From 14 to 17 years","First time applicant","Person","110",""
"2014","Malta","Extra-EU28 (current composition)","Total","Less than 18 years","Asylum applicant","Person","315",""
"2014","Malta","Extra-EU28 (current composition)","Total","Less than 18 years","First time applicant","Person","305",""
"2014","Malta","Extra-EU28 (current composition)","Total","From 18 to 34 years","Asylum applicant","Person","795",""
"2014","Malta","Extra-EU28 (current composition)","Total","From 18 to 34 years","First time applicant","Person","745",""
"2014","Malta","Extra-EU28 (current composition)","Total","From 35 to 64 years","Asylum applicant","Person","235",""
"2014","Malta","Extra-EU28 (current composition)","Total","From 35 to 64 years","First time applicant","Person","215",""
"2014","Malta","Extra-EU28 (current composition)","Total","65 years or over","Asylum applicant","Person","10",""
"2014","Malta","Extra-EU28 (current composition)","Total","65 years or over","First time applicant","Person","10",""
"2014","Malta","Extra-EU28 (current composition)","Males","Less than 14 years","Asylum applicant","Person","110",""
"2014","Malta","Extra-EU28 (current composition)","Males","Less than 14 years","First time applicant","Person","105",""
"2014","Malta","Extra-EU28 (current composition)","Males","From 14 to 17 years","Asylum applicant","Person","95",""
"2014","Malta","Extra-EU28 (current composition)","Males","From 14 to 17 years","First time applicant","Person","95",""
"2014","Malta","Extra-EU28 (current composition)","Males","Less than 18 years","Asylum applicant","Person","205",""
"2014","Malta","Extra-EU28 (current composition)","Males","Less than 18 years","First time applicant","Person","195",""
"2014","Malta","Extra-EU28 (current composition)","Males","From 18 to 34 years","Asylum applicant","Person","695",""
"2014","Malta","Extra-EU28 (current composition)","Males","From 18 to 34 years","First time applicant","Person","655",""
"2014","Malta","Extra-EU28 (current composition)","Males","From 35 to 64 years","Asylum applicant","Person","180",""
"2014","Malta","Extra-EU28 (current composition)","Males","From 35 to 64 years","First time applicant","Person","165",""
"2014","Malta","Extra-EU28 (current composition)","Males","65 years or over","Asylum applicant","Person","5",""
"2014","Malta","Extra-EU28 (current composition)","Males","65 years or over","First time applicant","Person","5",""
"2014","Malta","Extra-EU28 (current composition)","Females","Less than 14 years","Asylum applicant","Person","95",""
"2014","Malta","Extra-EU28 (current composition)","Females","Less than 14 years","First time applicant","Person","90",""
"2014","Malta","Extra-EU28 (current composition)","Females","From 14 to 17 years","Asylum applicant","Person","20",""
"2014","Malta","Extra-EU28 (current composition)","Females","From 14 to 17 years","First time applicant","Person","20",""
"2014","Malta","Extra-EU28 (current composition)","Females","Less than 18 years","Asylum applicant","Person","110",""
"2014","Malta","Extra-EU28 (current composition)","Females","Less than 18 years","First time applicant","Person","110",""
"2014","Malta","Extra-EU28 (current composition)","Females","From 18 to 34 years","Asylum applicant","Person","100",""
"2014","Malta","Extra-EU28 (current composition)","Females","From 18 to 34 years","First time applicant","Person","90",""
"2014","Malta","Extra-EU28 (current composition)","Females","From 35 to 64 years","Asylum applicant","Person","55",""
"2014","Malta","Extra-EU28 (current composition)","Females","From 35 to 64 years","First time applicant","Person","50",""
"2014","Malta","Extra-EU28 (current composition)","Females","65 years or over","Asylum applicant","Person","5",""
"2014","Malta","Extra-EU28 (current composition)","Females","65 years or over","First time applicant","Person","5",""
"2014","Netherlands","Extra-EU28 (current composition)","Total","Less than 14 years","Asylum applicant","Person","3,455",""
"2014","Netherlands","Extra-EU28 (current composition)","Total","Less than 14 years","First time applicant","Person","3,095",""
